split,relation,depth_mode,depth_bucket,count,fraction_within_relation,relation_train_frequency
valid,concept:companyalsoknownas,undirected,4,1,0.5,29
valid,concept:companyalsoknownas,undirected,>4_or_unreachable,1,0.5,29
valid,concept:companyeconomicsector,undirected,3,3,0.13043478260869565,197
valid,concept:companyeconomicsector,undirected,4,1,0.043478260869565216,197
valid,concept:companyeconomicsector,undirected,>4_or_unreachable,19,0.8260869565217391,197
valid,concept:competeswith,undirected,1,8,0.1568627450980392,199
valid,concept:competeswith,undirected,2,5,0.09803921568627451,199
valid,concept:competeswith,undirected,3,20,0.39215686274509803,199
valid,concept:competeswith,undirected,4,6,0.11764705882352941,199
valid,concept:competeswith,undirected,>4_or_unreachable,12,0.23529411764705882,199
valid,concept:conceptprerequisiteof,undirected,>4_or_unreachable,4,1.0,68
valid,concept:countryalsoknownas,undirected,1,7,0.18421052631578946,90
valid,concept:countryalsoknownas,undirected,2,11,0.2894736842105263,90
valid,concept:countryalsoknownas,undirected,3,15,0.39473684210526316,90
valid,concept:countryalsoknownas,undirected,4,4,0.10526315789473684,90
valid,concept:countryalsoknownas,undirected,>4_or_unreachable,1,0.02631578947368421,90
valid,concept:countrycurrency,undirected,3,1,0.25,27
valid,concept:countrycurrency,undirected,4,1,0.25,27
valid,concept:countrycurrency,undirected,>4_or_unreachable,2,0.5,27
valid,concept:countrylocatedingeopoliticallocation,undirected,1,3,0.06521739130434782,139
valid,concept:countrylocatedingeopoliticallocation,undirected,2,9,0.1956521739130435,139
valid,concept:countrylocatedingeopoliticallocation,undirected,3,22,0.4782608695652174,139
valid,concept:countrylocatedingeopoliticallocation,undirected,4,6,0.13043478260869565,139
valid,concept:countrylocatedingeopoliticallocation,undirected,>4_or_unreachable,6,0.13043478260869565,139
valid,concept:drughassideeffect,undirected,3,1,0.16666666666666666,152
valid,concept:drughassideeffect,undirected,>4_or_unreachable,5,0.8333333333333334,152
valid,concept:drugpossiblytreatsphysiologicalcondition,undirected,3,4,1.0,50
valid,concept:drugworkedonbyagent,undirected,3,1,0.16666666666666666,116
valid,concept:drugworkedonbyagent,undirected,4,1,0.16666666666666666,116
valid,concept:drugworkedonbyagent,undirected,>4_or_unreachable,4,0.6666666666666666,116
valid,concept:emotionassociatedwithdisease,undirected,>4_or_unreachable,11,1.0,51
valid,concept:fatherofperson,undirected,1,1,0.2,25
valid,concept:fatherofperson,undirected,>4_or_unreachable,4,0.8,25
valid,concept:fishservedwithfood,undirected,3,2,0.3333333333333333,37
valid,concept:fishservedwithfood,undirected,4,3,0.5,37
valid,concept:fishservedwithfood,undirected,>4_or_unreachable,1,0.16666666666666666,37
valid,concept:foodcancausedisease,undirected,3,1,0.16666666666666666,29
valid,concept:foodcancausedisease,undirected,>4_or_unreachable,5,0.8333333333333334,29
valid,concept:fooddecreasestheriskofdisease,undirected,3,1,0.08333333333333333,58
valid,concept:fooddecreasestheriskofdisease,undirected,>4_or_unreachable,11,0.9166666666666666,58
valid,concept:furniturefoundinroom,undirected,1,2,0.02531645569620253,356
valid,concept:furniturefoundinroom,undirected,3,61,0.7721518987341772,356
valid,concept:furniturefoundinroom,undirected,>4_or_unreachable,16,0.20253164556962025,356
valid,concept:hashusband,undirected,1,2,0.6666666666666666,19
valid,concept:hashusband,undirected,3,1,0.3333333333333333,19
valid,concept:hasofficeincity,undirected,1,2,0.03636363636363636,248
valid,concept:hasofficeincity,undirected,2,2,0.03636363636363636,248
valid,concept:hasofficeincity,undirected,3,20,0.36363636363636365,248
valid,concept:hasofficeincity,undirected,4,7,0.12727272727272726,248
valid,concept:hasofficeincity,undirected,>4_or_unreachable,24,0.43636363636363634,248
valid,concept:hasofficeincountry,undirected,2,1,0.0625,66
valid,concept:hasofficeincountry,undirected,3,10,0.625,66
valid,concept:hasofficeincountry,undirected,4,2,0.125,66
valid,concept:hasofficeincountry,undirected,>4_or_unreachable,3,0.1875,66
valid,concept:hassibling,undirected,2,1,1.0,13
valid,concept:hasspouse,undirected,1,3,1.0,104
valid,concept:haswife,undirected,1,1,1.0,37
valid,concept:headquarteredin,undirected,1,2,0.125,62
valid,concept:headquarteredin,undirected,3,7,0.4375,62
valid,concept:headquarteredin,undirected,4,2,0.125,62
valid,concept:headquarteredin,undirected,>4_or_unreachable,5,0.3125,62
valid,concept:hobbiessuchashobbies,undirected,3,2,0.3333333333333333,29
valid,concept:hobbiessuchashobbies,undirected,>4_or_unreachable,4,0.6666666666666666,29
valid,concept:invertebratefeedonfood,undirected,2,2,0.25,32
valid,concept:invertebratefeedonfood,undirected,3,5,0.625,32
valid,concept:invertebratefeedonfood,undirected,4,1,0.125,32
valid,concept:ismultipleof,undirected,2,1,0.2,20
valid,concept:ismultipleof,undirected,3,2,0.4,20
valid,concept:ismultipleof,undirected,>4_or_unreachable,2,0.4,20
valid,concept:istallerthan,undirected,2,4,0.2857142857142857,51
valid,concept:istallerthan,undirected,3,8,0.5714285714285714,51
valid,concept:istallerthan,undirected,4,1,0.07142857142857142,51
valid,concept:istallerthan,undirected,>4_or_unreachable,1,0.07142857142857142,51
valid,concept:itemfoundinroom,undirected,1,2,0.0273972602739726,424
valid,concept:itemfoundinroom,undirected,3,52,0.7123287671232876,424
valid,concept:itemfoundinroom,undirected,4,1,0.0136986301369863,424
valid,concept:itemfoundinroom,undirected,>4_or_unreachable,18,0.2465753424657534,424
valid,concept:journalistwritesforpublication,undirected,3,8,0.5714285714285714,214
valid,concept:journalistwritesforpublication,undirected,4,1,0.07142857142857142,214
valid,concept:journalistwritesforpublication,undirected,>4_or_unreachable,5,0.35714285714285715,214
valid,concept:languageofcountry,undirected,2,1,0.07142857142857142,62
valid,concept:languageofcountry,undirected,3,12,0.8571428571428571,62
valid,concept:languageofcountry,undirected,>4_or_unreachable,1,0.07142857142857142,62
valid,concept:languageofuniversity,undirected,3,4,0.5,71
valid,concept:languageofuniversity,undirected,4,1,0.125,71
valid,concept:languageofuniversity,undirected,>4_or_unreachable,3,0.375,71
valid,concept:leaguestadiums,undirected,3,3,0.3,46
valid,concept:leaguestadiums,undirected,4,2,0.2,46
valid,concept:leaguestadiums,undirected,>4_or_unreachable,5,0.5,46
valid,concept:locationlocatedwithinlocation,undirected,1,18,0.1836734693877551,359
valid,concept:locationlocatedwithinlocation,undirected,2,18,0.1836734693877551,359
valid,concept:locationlocatedwithinlocation,undirected,3,29,0.29591836734693877,359
valid,concept:locationlocatedwithinlocation,undirected,4,16,0.16326530612244897,359
valid,concept:locationlocatedwithinlocation,undirected,>4_or_unreachable,17,0.17346938775510204,359
valid,concept:mammalsuchasmammal,undirected,1,8,0.47058823529411764,68
valid,concept:mammalsuchasmammal,undirected,2,5,0.29411764705882354,68
valid,concept:mammalsuchasmammal,undirected,3,3,0.17647058823529413,68
valid,concept:mammalsuchasmammal,undirected,>4_or_unreachable,1,0.058823529411764705,68
valid,concept:motherofperson,undirected,>4_or_unreachable,1,1.0,9
valid,concept:musicartistgenre,undirected,2,1,0.0625,132
valid,concept:musicartistgenre,undirected,3,2,0.125,132
valid,concept:musicartistgenre,undirected,4,1,0.0625,132
valid,concept:musicartistgenre,undirected,>4_or_unreachable,12,0.75,132
valid,concept:musicgenressuchasmusicgenres,undirected,3,2,0.5,27
valid,concept:musicgenressuchasmusicgenres,undirected,>4_or_unreachable,2,0.5,27
valid,concept:musicianinmusicartist,undirected,>4_or_unreachable,3,1.0,98
valid,concept:musicianplaysinstrument,undirected,3,4,0.3333333333333333,125
valid,concept:musicianplaysinstrument,undirected,>4_or_unreachable,8,0.6666666666666666,125
valid,concept:mutualproxyfor,undirected,1,31,0.30392156862745096,586
valid,concept:mutualproxyfor,undirected,2,4,0.0392156862745098,586
valid,concept:mutualproxyfor,undirected,3,36,0.35294117647058826,586
valid,concept:mutualproxyfor,undirected,4,11,0.10784313725490197,586
valid,concept:mutualproxyfor,undirected,>4_or_unreachable,20,0.19607843137254902,586
valid,concept:newspaperincity,undirected,2,1,0.2,23
valid,concept:newspaperincity,undirected,3,2,0.4,23
valid,concept:newspaperincity,undirected,4,1,0.2,23
valid,concept:newspaperincity,undirected,>4_or_unreachable,1,0.2,23
valid,concept:objectfoundinscene,undirected,3,1,0.5,27
valid,concept:objectfoundinscene,undirected,>4_or_unreachable,1,0.5,27
valid,concept:objectpartofobject,undirected,>4_or_unreachable,2,1.0,35
valid,concept:organizationacronymhasname,undirected,3,1,0.2,61
valid,concept:organizationacronymhasname,undirected,4,3,0.6,61
valid,concept:organizationacronymhasname,undirected,>4_or_unreachable,1,0.2,61
valid,concept:organizationalsoknownas,undirected,1,2,0.25,35
valid,concept:organizationalsoknownas,undirected,4,1,0.125,35
valid,concept:organizationalsoknownas,undirected,>4_or_unreachable,5,0.625,35
valid,concept:organizationdissolvedatdate,undirected,3,5,0.625,30
valid,concept:organizationdissolvedatdate,undirected,4,1,0.125,30
valid,concept:organizationdissolvedatdate,undirected,>4_or_unreachable,2,0.25,30
valid,concept:organizationheadquarteredincity,undirected,1,2,0.13333333333333333,93
valid,concept:organizationheadquarteredincity,undirected,2,2,0.13333333333333333,93
valid,concept:organizationheadquarteredincity,undirected,3,2,0.13333333333333333,93
valid,concept:organizationheadquarteredincity,undirected,>4_or_unreachable,9,0.6,93
valid,concept:organizationheadquarteredincountry,undirected,1,1,0.09090909090909091,67
valid,concept:organizationheadquarteredincountry,undirected,3,4,0.36363636363636365,67
valid,concept:organizationheadquarteredincountry,undirected,4,4,0.36363636363636365,67
valid,concept:organizationheadquarteredincountry,undirected,>4_or_unreachable,2,0.18181818181818182,67
valid,concept:organizationheadquarteredinstateorprovince,undirected,2,2,0.2222222222222222,29
valid,concept:organizationheadquarteredinstateorprovince,undirected,3,2,0.2222222222222222,29
valid,concept:organizationheadquarteredinstateorprovince,undirected,4,4,0.4444444444444444,29
valid,concept:organizationheadquarteredinstateorprovince,undirected,>4_or_unreachable,1,0.1111111111111111,29
valid,concept:organizationhiredperson,undirected,1,8,0.27586206896551724,192
valid,concept:organizationhiredperson,undirected,2,1,0.034482758620689655,192
valid,concept:organizationhiredperson,undirected,3,5,0.1724137931034483,192
valid,concept:organizationhiredperson,undirected,4,5,0.1724137931034483,192
valid,concept:organizationhiredperson,undirected,>4_or_unreachable,10,0.3448275862068966,192
valid,concept:organizationterminatedperson,undirected,1,10,0.625,133
valid,concept:organizationterminatedperson,undirected,3,1,0.0625,133
valid,concept:organizationterminatedperson,undirected,4,1,0.0625,133
valid,concept:organizationterminatedperson,undirected,>4_or_unreachable,4,0.25,133
valid,concept:parentofperson,undirected,1,1,0.14285714285714285,54
valid,concept:parentofperson,undirected,3,1,0.14285714285714285,54
valid,concept:parentofperson,undirected,4,1,0.14285714285714285,54
valid,concept:parentofperson,undirected,>4_or_unreachable,4,0.5714285714285714,54
valid,concept:parkincity,undirected,3,1,1.0,43
valid,concept:personalsoknownas,undirected,1,1,0.1111111111111111,48
valid,concept:personalsoknownas,undirected,2,5,0.5555555555555556,48
valid,concept:personalsoknownas,undirected,3,3,0.3333333333333333,48
valid,concept:personbelongstoorganization,undirected,1,3,0.14285714285714285,162
valid,concept:personbelongstoorganization,undirected,2,1,0.047619047619047616,162
valid,concept:personbelongstoorganization,undirected,3,10,0.47619047619047616,162
valid,concept:personbelongstoorganization,undirected,4,2,0.09523809523809523,162
valid,concept:personbelongstoorganization,undirected,>4_or_unreachable,5,0.23809523809523808,162
valid,concept:personbornincity,undirected,1,3,0.1875,99
valid,concept:personbornincity,undirected,3,7,0.4375,99
valid,concept:personbornincity,undirected,4,4,0.25,99
valid,concept:personbornincity,undirected,>4_or_unreachable,2,0.125,99
valid,concept:personborninlocation,undirected,1,2,0.16666666666666666,66
valid,concept:personborninlocation,undirected,3,5,0.4166666666666667,66
valid,concept:personborninlocation,undirected,>4_or_unreachable,5,0.4166666666666667,66
valid,concept:personchargedwithcrime,undirected,3,1,0.14285714285714285,52
valid,concept:personchargedwithcrime,undirected,>4_or_unreachable,6,0.8571428571428571,52
valid,concept:persondiedincountry,undirected,>4_or_unreachable,2,1.0,174
valid,concept:persongraduatedfromuniversity,undirected,1,2,0.07142857142857142,106
valid,concept:persongraduatedfromuniversity,undirected,3,17,0.6071428571428571,106
valid,concept:persongraduatedfromuniversity,undirected,4,3,0.10714285714285714,106
valid,concept:persongraduatedfromuniversity,undirected,>4_or_unreachable,6,0.21428571428571427,106
valid,concept:persongraduatedschool,undirected,1,6,0.2727272727272727,80
valid,concept:persongraduatedschool,undirected,2,1,0.045454545454545456,80
valid,concept:persongraduatedschool,undirected,3,12,0.5454545454545454,80
valid,concept:persongraduatedschool,undirected,>4_or_unreachable,3,0.13636363636363635,80
valid,concept:personhascitizenship,undirected,3,12,0.631578947368421,58
valid,concept:personhascitizenship,undirected,4,1,0.05263157894736842,58
valid,concept:personhascitizenship,undirected,>4_or_unreachable,6,0.3157894736842105,58
valid,concept:personhasjobposition,undirected,3,2,0.2857142857142857,101
valid,concept:personhasjobposition,undirected,>4_or_unreachable,5,0.7142857142857143,101
valid,concept:personhasresidenceingeopoliticallocation,undirected,3,5,0.5,57
valid,concept:personhasresidenceingeopoliticallocation,undirected,4,3,0.3,57
valid,concept:personhasresidenceingeopoliticallocation,undirected,>4_or_unreachable,2,0.2,57
valid,concept:personleadsgeopoliticalorganization,undirected,1,2,0.3333333333333333,23
valid,concept:personleadsgeopoliticalorganization,undirected,2,1,0.16666666666666666,23
valid,concept:personleadsgeopoliticalorganization,undirected,3,1,0.16666666666666666,23
valid,concept:personleadsgeopoliticalorganization,undirected,4,1,0.16666666666666666,23
valid,concept:personleadsgeopoliticalorganization,undirected,>4_or_unreachable,1,0.16666666666666666,23
valid,concept:personleadsorganization,undirected,1,5,0.3125,95
valid,concept:personleadsorganization,undirected,3,4,0.25,95
valid,concept:personleadsorganization,undirected,>4_or_unreachable,7,0.4375,95
valid,concept:personmovedtostateorprovince,undirected,3,6,0.42857142857142855,41
valid,concept:personmovedtostateorprovince,undirected,4,5,0.35714285714285715,41
valid,concept:personmovedtostateorprovince,undirected,>4_or_unreachable,3,0.21428571428571427,41
valid,concept:plantgrowinginplant,undirected,3,1,0.5,19
valid,concept:plantgrowinginplant,undirected,>4_or_unreachable,1,0.5,19
valid,concept:plantincludeplant,undirected,1,12,0.34285714285714286,153
valid,concept:plantincludeplant,undirected,2,3,0.08571428571428572,153
valid,concept:plantincludeplant,undirected,3,11,0.3142857142857143,153
valid,concept:plantincludeplant,undirected,4,1,0.02857142857142857,153
valid,concept:plantincludeplant,undirected,>4_or_unreachable,8,0.22857142857142856,153
valid,concept:plantrepresentemotion,undirected,>4_or_unreachable,2,1.0,19
valid,concept:politicianholdsoffice,undirected,2,1,0.08333333333333333,83
valid,concept:politicianholdsoffice,undirected,3,6,0.5,83
valid,concept:politicianholdsoffice,undirected,4,3,0.25,83
valid,concept:politicianholdsoffice,undirected,>4_or_unreachable,2,0.16666666666666666,83
valid,concept:politicianrepresentslocation,undirected,3,6,0.5,87
valid,concept:politicianrepresentslocation,undirected,4,3,0.25,87
valid,concept:politicianrepresentslocation,undirected,>4_or_unreachable,3,0.25,87
valid,concept:politicianusendorsedbypoliticianus,undirected,1,8,0.17777777777777778,167
valid,concept:politicianusendorsedbypoliticianus,undirected,2,13,0.28888888888888886,167
valid,concept:politicianusendorsedbypoliticianus,undirected,3,17,0.37777777777777777,167
valid,concept:politicianusendorsedbypoliticianus,undirected,4,4,0.08888888888888889,167
valid,concept:politicianusendorsedbypoliticianus,undirected,>4_or_unreachable,3,0.06666666666666667,167
valid,concept:politicianusholdsoffice,undirected,2,1,0.1111111111111111,49
valid,concept:politicianusholdsoffice,undirected,3,4,0.4444444444444444,49
valid,concept:politicianusholdsoffice,undirected,4,1,0.1111111111111111,49
valid,concept:politicianusholdsoffice,undirected,>4_or_unreachable,3,0.3333333333333333,49
valid,concept:politicianusmemberofpoliticalgroup,undirected,2,2,0.4,56
valid,concept:politicianusmemberofpoliticalgroup,undirected,3,2,0.4,56
valid,concept:politicianusmemberofpoliticalgroup,undirected,>4_or_unreachable,1,0.2,56
valid,concept:producesproduct,undirected,1,2,0.6666666666666666,65
valid,concept:producesproduct,undirected,>4_or_unreachable,1,0.3333333333333333,65
valid,concept:professionistypeofprofession,undirected,1,25,0.1953125,432
valid,concept:professionistypeofprofession,undirected,2,49,0.3828125,432
valid,concept:professionistypeofprofession,undirected,3,49,0.3828125,432
valid,concept:professionistypeofprofession,undirected,4,4,0.03125,432
valid,concept:professionistypeofprofession,undirected,>4_or_unreachable,1,0.0078125,432
valid,concept:professionusestool,undirected,2,2,0.25,27
valid,concept:professionusestool,undirected,3,5,0.625,27
valid,concept:professionusestool,undirected,>4_or_unreachable,1,0.125,27
valid,concept:proxyfor,undirected,1,36,0.225,868
valid,concept:proxyfor,undirected,2,8,0.05,868
valid,concept:proxyfor,undirected,3,72,0.45,868
valid,concept:proxyfor,undirected,4,13,0.08125,868
valid,concept:proxyfor,undirected,>4_or_unreachable,31,0.19375,868
valid,concept:radiostationincity,undirected,1,2,1.0,38
valid,concept:riveremptiesintoriver,undirected,1,3,0.5,53
valid,concept:riveremptiesintoriver,undirected,3,1,0.16666666666666666,53
valid,concept:riveremptiesintoriver,undirected,>4_or_unreachable,2,0.3333333333333333,53
valid,concept:specializationof,undirected,1,2,0.2,42
valid,concept:specializationof,undirected,2,1,0.1,42
valid,concept:specializationof,undirected,3,1,0.1,42
valid,concept:specializationof,undirected,4,2,0.2,42
valid,concept:specializationof,undirected,>4_or_unreachable,4,0.4,42
valid,concept:sportfansincountry,undirected,1,3,0.3,43
valid,concept:sportfansincountry,undirected,3,6,0.6,43
valid,concept:sportfansincountry,undirected,>4_or_unreachable,1,0.1,43
valid,concept:sporthassportsteamposition,undirected,>4_or_unreachable,2,1.0,31
valid,concept:sportschoolincountry,undirected,3,5,0.7142857142857143,51
valid,concept:sportschoolincountry,undirected,4,1,0.14285714285714285,51
valid,concept:sportschoolincountry,undirected,>4_or_unreachable,1,0.14285714285714285,51
valid,concept:sportsgameteam,undirected,2,25,0.5319148936170213,142
valid,concept:sportsgameteam,undirected,3,17,0.3617021276595745,142
valid,concept:sportsgameteam,undirected,4,5,0.10638297872340426,142
valid,concept:sportsgamewinner,undirected,2,2,0.4,36
valid,concept:sportsgamewinner,undirected,3,2,0.4,36
valid,concept:sportsgamewinner,undirected,>4_or_unreachable,1,0.2,36
valid,concept:sportusesequipment,undirected,3,6,0.6,98
valid,concept:sportusesequipment,undirected,4,2,0.2,98
valid,concept:sportusesequipment,undirected,>4_or_unreachable,2,0.2,98
valid,concept:sportusesstadium,undirected,4,2,0.6666666666666666,29
valid,concept:sportusesstadium,undirected,>4_or_unreachable,1,0.3333333333333333,29
valid,concept:stadiumlocatedincity,undirected,>4_or_unreachable,4,1.0,67
valid,concept:statehascapital,undirected,2,1,0.25,15
valid,concept:statehascapital,undirected,3,2,0.5,15
valid,concept:statehascapital,undirected,>4_or_unreachable,1,0.25,15
valid,concept:statelocatedincountry,undirected,1,1,0.25,26
valid,concept:statelocatedincountry,undirected,2,2,0.5,26
valid,concept:statelocatedincountry,undirected,3,1,0.25,26
valid,concept:statelocatedingeopoliticallocation,undirected,1,1,0.029411764705882353,106
valid,concept:statelocatedingeopoliticallocation,undirected,2,2,0.058823529411764705,106
valid,concept:statelocatedingeopoliticallocation,undirected,3,21,0.6176470588235294,106
valid,concept:statelocatedingeopoliticallocation,undirected,4,7,0.20588235294117646,106
valid,concept:statelocatedingeopoliticallocation,undirected,>4_or_unreachable,3,0.08823529411764706,106
valid,concept:stateorprovinceisborderedbystateorprovince,undirected,2,5,0.5,32
valid,concept:stateorprovinceisborderedbystateorprovince,undirected,3,3,0.3,32
valid,concept:stateorprovinceisborderedbystateorprovince,undirected,4,1,0.1,32
valid,concept:stateorprovinceisborderedbystateorprovince,undirected,>4_or_unreachable,1,0.1,32
valid,concept:subpartof,undirected,1,26,0.18840579710144928,673
valid,concept:subpartof,undirected,2,7,0.050724637681159424,673
valid,concept:subpartof,undirected,3,53,0.38405797101449274,673
valid,concept:subpartof,undirected,4,15,0.10869565217391304,673
valid,concept:subpartof,undirected,>4_or_unreachable,37,0.26811594202898553,673
valid,concept:subpartoforganization,undirected,2,2,0.043478260869565216,345
valid,concept:subpartoforganization,undirected,3,24,0.5217391304347826,345
valid,concept:subpartoforganization,undirected,4,3,0.06521739130434782,345
valid,concept:subpartoforganization,undirected,>4_or_unreachable,17,0.3695652173913043,345
valid,concept:synonymfor,undirected,1,3,0.13636363636363635,101
valid,concept:synonymfor,undirected,2,2,0.09090909090909091,101
valid,concept:synonymfor,undirected,3,10,0.45454545454545453,101
valid,concept:synonymfor,undirected,4,3,0.13636363636363635,101
valid,concept:synonymfor,undirected,>4_or_unreachable,4,0.18181818181818182,101
valid,concept:teamalsoknownas,undirected,1,2,0.4,28
valid,concept:teamalsoknownas,undirected,2,2,0.4,28
valid,concept:teamalsoknownas,undirected,3,1,0.2,28
valid,concept:teamhomestadium,undirected,4,1,0.3333333333333333,29
valid,concept:teamhomestadium,undirected,>4_or_unreachable,2,0.6666666666666666,29
valid,concept:teamplaysagainstteam,undirected,1,41,0.1626984126984127,584
valid,concept:teamplaysagainstteam,undirected,2,129,0.5119047619047619,584
valid,concept:teamplaysagainstteam,undirected,3,60,0.23809523809523808,584
valid,concept:teamplaysagainstteam,undirected,4,9,0.03571428571428571,584
valid,concept:teamplaysagainstteam,undirected,>4_or_unreachable,13,0.051587301587301584,584
valid,concept:teamplaysincity,undirected,2,2,0.2857142857142857,60
valid,concept:teamplaysincity,undirected,3,1,0.14285714285714285,60
valid,concept:teamplaysincity,undirected,4,1,0.14285714285714285,60
valid,concept:teamplaysincity,undirected,>4_or_unreachable,3,0.42857142857142855,60
valid,concept:teamplaysinleague,undirected,2,3,0.13636363636363635,158
valid,concept:teamplaysinleague,undirected,3,16,0.7272727272727273,158
valid,concept:teamplaysinleague,undirected,4,2,0.09090909090909091,158
valid,concept:teamplaysinleague,undirected,>4_or_unreachable,1,0.045454545454545456,158
valid,concept:teamplayssport,undirected,2,10,0.43478260869565216,34
valid,concept:teamplayssport,undirected,3,7,0.30434782608695654,34
valid,concept:teamplayssport,undirected,4,1,0.043478260869565216,34
valid,concept:teamplayssport,undirected,>4_or_unreachable,5,0.21739130434782608,34
valid,concept:teamwontrophy,undirected,2,6,0.2857142857142857,50
valid,concept:teamwontrophy,undirected,3,14,0.6666666666666666,50
valid,concept:teamwontrophy,undirected,4,1,0.047619047619047616,50
valid,concept:televisionstationaffiliatedwith,undirected,3,16,0.7619047619047619,162
valid,concept:televisionstationaffiliatedwith,undirected,>4_or_unreachable,5,0.23809523809523808,162
valid,concept:televisionstationincity,undirected,1,3,0.6,35
valid,concept:televisionstationincity,undirected,4,1,0.2,35
valid,concept:televisionstationincity,undirected,>4_or_unreachable,1,0.2,35
valid,concept:thinghascolor,undirected,3,1,0.09090909090909091,35
valid,concept:thinghascolor,undirected,>4_or_unreachable,10,0.9090909090909091,35
valid,concept:thinghasshape,undirected,2,1,0.14285714285714285,37
valid,concept:thinghasshape,undirected,>4_or_unreachable,6,0.8571428571428571,37
valid,concept:topmemberoforganization,undirected,1,8,0.6666666666666666,56
valid,concept:topmemberoforganization,undirected,>4_or_unreachable,4,0.3333333333333333,56
valid,concept:visualartistartform,undirected,3,7,0.3684210526315789,80
valid,concept:visualartistartform,undirected,>4_or_unreachable,12,0.631578947368421,80
valid,concept:weaponmadeincountry,undirected,2,2,0.14285714285714285,63
valid,concept:weaponmadeincountry,undirected,3,8,0.5714285714285714,63
valid,concept:weaponmadeincountry,undirected,4,1,0.07142857142857142,63
valid,concept:weaponmadeincountry,undirected,>4_or_unreachable,3,0.21428571428571427,63
valid,concept:weaponssuchasweapons,undirected,>4_or_unreachable,2,1.0,164
valid,concept:worksfor,undirected,1,3,0.14285714285714285,187
valid,concept:worksfor,undirected,2,1,0.047619047619047616,187
valid,concept:worksfor,undirected,3,6,0.2857142857142857,187
valid,concept:worksfor,undirected,4,3,0.14285714285714285,187
valid,concept:worksfor,undirected,>4_or_unreachable,8,0.38095238095238093,187
